part_a_input_dataset_1.csv,4.54 kms
part_a_input_dataset_2.csv,11.93 kms
part_a_input_dataset_3.csv,21.11 kms
part_a_input_dataset_4.csv,23.8 kms
part_a_input_dataset_5.csv,38.82 kms
